,_id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
17,5ff1e1b40a7214ada100055b,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03,2021-01-03,,2021-01-03,2021-01-03,750.0,2021-01-02,1.0,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54
18,5ff1e1eb0a720f0523000576,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03,2021-01-03,2021-01-03,2021-01-03,2021-01-03,300.0,2021-01-03,2.0,FINISHED,26.0,5ff1e1eacfcf6c399c274ae6
19,5ff1e1c80a720f052300056d,5.0,All-receipts receipt bonus,2021-01-03,2021-01-03,2021-01-03,2021-01-03,2021-01-03,5.0,2021-01-02,2.0,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052
20,5f9c74f90a7214ad07000038,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30,2020-10-30,2021-01-03,2021-01-03,2021-01-03,389.2,2020-10-29,6.0,FINISHED,14.0,5f9c74e3f1937815bd2c1d73
21,5ff1e1960a720f0523000567,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03,2021-01-03,2021-01-03,2021-01-03,2021-01-03,750.0,2021-01-02,1.0,FINISHED,1.0,5ff1e196cfcf6c399c274a38
22,5ff1e1ec0a7214ada100056c,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03,2021-01-03,2021-01-03,2021-01-03,2021-01-03,150.0,2021-01-03,2.0,FINISHED,21.0,5ff1e1eacfcf6c399c274ae6
23,5ff1e1d70a720f0523000571,40.0,COMPLETE_PARTNER_RECEIPT,2021-01-03,2021-01-03,2021-01-03,2021-01-03,2021-01-03,185.0,2021-01-02,2.0,FINISHED,2.0,5ff1e194b6a9d73a3a9f1052
24,5ff1e1c60a7214ada100055e,5.0,All-receipts receipt bonus,2021-01-03,2021-01-03,2021-01-03,2021-01-03,2021-01-03,5.0,2021-01-02,2.0,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052
25,5ff1e1ee0a7214ada1000570,5.0,All-receipts receipt bonus,2021-01-03,2021-01-03,2021-01-03,2021-01-03,2021-01-03,5.0,2021-01-03,5.0,FINISHED,27.0,5ff1e1eacfcf6c399c274ae6
26,5ff1e1cf0a720f0523000570,5.0,All-receipts receipt bonus,2021-01-03,2021-01-03,2021-01-03,2021-01-03,2021-01-03,5.0,2021-01-02,2.0,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052
27,5ff1e1e10a720f0523000572,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-03,2021-01-03,2021-01-03,2021-01-03,2021-01-03,35.0,2021-01-02,1.0,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052
28,5ff1e1d40a7214ada1000562,,,2021-01-03,2021-01-03,,2021-01-03,,,2017-10-30,3.0,REJECTED,3.0,5ff1e194b6a9d73a3a9f1052
29,5ff1e1ee0a720f0523000578,5.0,All-receipts receipt bonus,2021-01-03,2021-01-03,2021-01-03,2021-01-03,2021-01-03,5.0,2021-01-03,4.0,FINISHED,27.0,5ff1e1eacfcf6c399c274ae6
30,5ff371030a7214ada10005a5,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,650.0,2020-12-20,10.0,FINISHED,10.0,5ff370c562fde912123a5e0e
31,5ff36dcc0a720f05230005b1,5.0,All-receipts receipt bonus,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,55.0,2021-01-04,1.0,FINISHED,0.99,5ff36d0362fde912123a5535
32,5ff36c750a7214ada100058f,,,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,500.0,2021-01-03,9.0,FINISHED,89.91,5ff36be7135e7011bcb856d3
33,5ff36d860a720f05230005a7,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,50.0,2021-01-03,1.0,FINISHED,1.0,54943462e4b07e684157a532
34,5ff36d9f0a720f05230005ab,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,50.0,2020-12-19,1.0,FINISHED,1.0,5ff36d0362fde912123a5535
35,5ff36adb0a720f0523000590,,,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,250.0,2020-12-30,5.0,FINISHED,49.95,5ff36a3862fde912123a4460
36,5ff36da00a7214ada100059b,5.0,All-receipts receipt bonus,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,5.0,2021-01-03,1.0,FINISHED,1.0,5ff36d0362fde912123a5535
37,5ff36dc40a7214ada100059f,5.0,All-receipts receipt bonus,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,355.0,2021-01-03,9.0,FINISHED,89.91,5ff36d0362fde912123a5535
38,5ff3710b0a7214ada10005a7,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,600.0,2021-01-03,9.0,FINISHED,89.91,5ff370c562fde912123a5e0e
39,5ff36d780a7214ada1000593,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,1750.0,2021-01-04,1.0,FINISHED,10.0,5ff36d78135e7011bcb86488
40,5ff371410a7214ada10005ba,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,350.0,2021-01-03,1.0,FINISHED,1.0,5ff370c562fde912123a5e0e
41,5ff36c8b0a720f05230005a1,5.0,All-receipts receipt bonus,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,5.0,2021-01-03,1.0,FINISHED,1.0,54943462e4b07e684157a532
42,5ff36c550a7214ada1000588,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,750.0,2021-01-01,5.0,FINISHED,25.0,5ff36be7135e7011bcb856d3
43,5ff36acb0a720f052300058d,5.0,All-receipts receipt bonus,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,55.0,2021-01-03,9.0,FINISHED,89.91,5ff36a3862fde912123a4460
44,5ff371450a7214ada10005bd,5.0,All-receipts receipt bonus,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,5.0,2020-12-24,5.0,FINISHED,49.95,5ff370c562fde912123a5e0e
45,5ff36d9d0a720f05230005aa,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,225.0,2021-01-01,5.0,FINISHED,25.0,5ff36d0362fde912123a5535
46,5ff36c590a7214ada1000589,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,275.0,2020-12-30,5.0,FINISHED,25.0,5ff36be7135e7011bcb856d3
47,5ff29be20a7214ada1000571,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,25.0,2021-01-03,1.0,FINISHED,1.0,5964eb07e4b03efd0c0f267b
48,5ff3416f0a7214ada1000576,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,25.0,2021-01-04,1.0,FINISHED,28.57,5c3388caea88e15513a95069
49,5ff36c6d0a720f0523000597,5.0,All-receipts receipt bonus,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,5.0,2021-01-03,4.0,FINISHED,18.2,5ff36be7135e7011bcb856d3
50,5ff36a830a7214ada100057b,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,100.0,2020-12-19,1.0,FINISHED,1.0,5ff36a3862fde912123a4460
51,5ff36c570a720f0523000593,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,250.0,2021-01-03,1.0,FINISHED,10.0,5ff36be7135e7011bcb856d3
52,5ff3713c0a7214ada10005b6,,,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,350.0,2021-01-03,1.0,FINISHED,10.0,5ff370c562fde912123a5e0e
53,5ff371130a7214ada10005aa,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,100.0,2021-01-04,1.0,FINISHED,0.99,5ff370c562fde912123a5e0e
54,5ff370f00a7214ada10005a3,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,500.0,2020-12-21,5.0,FINISHED,49.95,5ff370c562fde912123a5e0e
55,5ff371240a7214ada10005b3,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,755.0,2021-01-03,1.0,FINISHED,1.0,5ff37124135e7011bcb86bc3
56,5ff36c8d0a7214ada1000591,5.0,All-receipts receipt bonus,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,5.0,2021-01-03,1.0,FINISHED,1.0,54943462e4b07e684157a532
57,5ff36ad40a7214ada1000585,5.0,All-receipts receipt bonus,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,55.0,2021-01-04,1.0,FINISHED,0.99,5ff36a3862fde912123a4460
58,5ff36dcb0a7214ada10005a0,5.0,All-receipts receipt bonus,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,5.0,2021-01-03,1.0,FINISHED,9.99,5ff36d0362fde912123a5535
59,5ff3416d0a7214ada1000575,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-04,2021-01-04,2021-01-04,2021-01-04,2021-01-04,25.0,2021-01-04,1.0,FINISHED,28.57,5c3388caea88e15513a95069
60,5ff4ce430a7214ada10005d8,5.0,All-receipts receipt bonus,2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,5.0,2021-01-05,4.0,FINISHED,25.0,5ff4ce3dc3d63511e2a484dc
61,5ff4ce400a7214ada10005d5,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,150.0,2021-01-05,5.0,FINISHED,27.0,5ff4ce3dc3d63511e2a484dc
62,5ff4a4ca0a7214ada10005d0,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05,2021-01-05,,2021-01-05,,750.0,2020-09-13,2.0,REJECTED,34.96,5fbc35711d967d1222cbfefc
63,5ff473de0a720f05230005bd,5.0,All-receipts receipt bonus,2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,5.0,2020-12-23,1.0,FINISHED,1.0,54943462e4b07e684157a532
64,5ff4ce8c0a7214ada10005e6,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,35.0,2021-01-04,1.0,FINISHED,1.0,5ff4ce33c3d63511e2a484b6
65,5ff4ce3d0a7214ada10005d3,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,750.0,2021-01-05,2.0,FINISHED,29.0,5ff4ce3dc3d63511e2a484dc
66,5ff473b40a7214ada10005c5,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,50.0,2021-01-04,1.0,FINISHED,1.0,5ff47392c3d63511e2a47881
67,5ff473f30a720f05230005c0,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,1800.0,2021-01-05,1.0,FINISHED,10.0,5ff473f3c1e2d0121a9b2707
68,5ff4ce3a0a7214ada10005d2,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,750.0,2021-01-05,2.0,FINISHED,21.0,5ff4ce3ac1e2d0121a9b2fb3
69,5ff473a90a7214ada10005c2,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,275.0,2020-12-31,5.0,FINISHED,25.0,5ff47392c3d63511e2a47881
70,5ff473b10a7214ada10005c4,,,2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,250.0,2021-01-02,5.0,FINISHED,49.95,5ff47392c3d63511e2a47881
71,5ff475820a7214ada10005cf,,,2021-01-05,2021-01-05,,2021-01-05,,,,,SUBMITTED,,5a43c08fe4b014fd6b6a0612
72,5ff4ce550a7214ada10005db,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,300.0,2021-01-04,2.0,FINISHED,1.0,5ff4ce33c3d63511e2a484b6
73,5ff4ce430a720f05230005c9,5.0,All-receipts receipt bonus,2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,5.0,2021-01-05,1.0,FINISHED,29.0,5ff4ce3dc3d63511e2a484dc
74,5ff473d40a7214ada10005c9,5.0,All-receipts receipt bonus,2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,5.0,2021-01-05,1.0,FINISHED,9.99,5ff47392c3d63511e2a47881
75,5ff4ce690a7214ada10005e2,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05,2021-01-05,,2021-01-05,2021-01-05,810.0,2021-01-04,5.0,FLAGGED,13.0,5ff4ce68c1e2d0121a9b3022
76,5ff473f60a7214ada10005ce,,,2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,250.0,2020-12-31,5.0,FINISHED,49.95,5ff47392c3d63511e2a47881
77,5ff473cf0a7214ada10005c8,5.0,All-receipts receipt bonus,2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,305.0,2021-01-04,1.0,FINISHED,9.99,5ff47392c3d63511e2a47881
78,5fa5ad370a720f05ef000089,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-11-06,2020-11-06,2021-01-05,2021-01-05,2021-01-05,9449.8,2020-11-05,11.0,FINISHED,291.0,5fa5ad376a26f611e71ab5ef
79,5ff4ce650a7214ada10005e1,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05,2021-01-05,,2021-01-05,2021-01-05,750.0,2021-01-04,1.0,FLAGGED,1.0,5ff4ce65c3d63511e2a4853b
80,5ff473e40a7214ada10005cc,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,50.0,2021-01-04,1.0,FINISHED,1.0,54943462e4b07e684157a532
81,5ff4ce3c0a720f05230005c4,,,2021-01-05,2021-01-05,,2021-01-05,,,,0.0,FLAGGED,0.0,5ff4ce3cc1e2d0121a9b2fba
82,5ff473d00a720f05230005bb,5.0,All-receipts receipt bonus,2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,55.0,2021-01-05,1.0,FINISHED,0.99,5ff47392c3d63511e2a47881
83,5ff473b20a720f05230005b7,5.0,All-receipts receipt bonus,2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,5.0,2020-12-25,5.0,FINISHED,49.95,5ff47392c3d63511e2a47881
84,5ff473ad0a7214ada10005c3,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,50.0,2021-01-04,1.0,FINISHED,1.0,5ff47392c3d63511e2a47881
85,5ff4ce640a7214ada10005e0,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,25.0,2021-02-05,1.0,FINISHED,1.0,5ff4ce33c3d63511e2a484b6
86,5ff4ce3f0a720f05230005c6,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,300.0,2021-01-05,2.0,FINISHED,29.0,5ff4ce3dc3d63511e2a484dc
87,5ff4ce4e0a7214ada10005da,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,500.0,2021-01-04,2.0,FINISHED,1.0,5ff4ce33c3d63511e2a484b6
88,5ff473bc0a720f05230005b8,,,2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,91.2,2021-01-04,4.0,FINISHED,18.2,5ff47392c3d63511e2a47881
89,5ff4a80e0a720f05230005c2,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-05,750.0,2020-12-30,2.0,FINISHED,34.96,5fbc35711d967d1222cbfefc
90,5ff5d1da0a7214ada10005f8,5.0,All-receipts receipt bonus,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,5.0,2020-12-21,1.0,FINISHED,1.0,5ff5d15aeb7c7d12096d91a2
91,5ff5d1d40a7214ada10005f4,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,825.0,2021-01-06,5.0,FINISHED,25.0,5ff5d15aeb7c7d12096d91a2
92,5ff5d1a00a7214ada10005ed,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,50.0,2021-01-05,1.0,FINISHED,1.0,54943462e4b07e684157a532
93,5ff5ecb90a7214ada10005f9,,,2021-01-06,2021-01-06,,2021-01-06,,,,,SUBMITTED,,5a43c08fe4b014fd6b6a0612
94,5ff5d1e20a720f05230005da,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,50.0,2021-01-05,1.0,FINISHED,1.0,5ff5d15aeb7c7d12096d91a2
95,5ff5d1e10a720f05230005d9,5.0,All-receipts receipt bonus,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,5.0,2020-12-26,5.0,FINISHED,49.95,5ff5d15aeb7c7d12096d91a2
96,5ff5d1fd0a720f05230005de,5.0,All-receipts receipt bonus,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,55.0,2021-01-05,9.0,FINISHED,89.91,5ff5d15aeb7c7d12096d91a2
97,5ff5d1d80a7214ada10005f6,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,225.0,2021-01-03,5.0,FINISHED,25.0,5ff5d15aeb7c7d12096d91a2
98,5ff5d19d0a7214ada10005ec,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,50.0,2021-01-05,1.0,FINISHED,1.0,54943462e4b07e684157a532
99,5ff5d1f20a720f05230005db,5.0,All-receipts receipt bonus,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,5.0,2021-01-05,4.0,FINISHED,18.2,5ff5d15aeb7c7d12096d91a2
100,5ff5d1dc0a720f05230005d6,5.0,All-receipts receipt bonus,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,5.0,2021-01-05,1.0,FINISHED,1.0,5ff5d15aeb7c7d12096d91a2
101,5ff5d1dd0a720f05230005d7,,,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,250.0,2021-01-03,5.0,FINISHED,49.95,5ff5d15aeb7c7d12096d91a2
102,5ff5d1a30a7214ada10005ef,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,755.0,2021-01-05,1.0,FINISHED,1.0,5ff5d1a38f142f11dd1886ba
103,5ff5d20c0a720f05230005e3,5.0,All-receipts receipt bonus,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,305.0,2021-01-05,4.0,FINISHED,4.66,5ff5d15aeb7c7d12096d91a2
104,5ff5d1fa0a720f05230005dd,27.0,COMPLETE_PARTNER_RECEIPT,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,350.6,2021-01-05,4.0,FINISHED,4.66,5ff5d15aeb7c7d12096d91a2
105,5ff5d1d80a7214ada10005f7,,,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,125.0,2021-01-01,5.0,FINISHED,25.0,5ff5d15aeb7c7d12096d91a2
106,5ff5d1f40a720f05230005dc,5.0,All-receipts receipt bonus,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,305.0,2020-12-22,10.0,FINISHED,10.0,5ff5d15aeb7c7d12096d91a2
107,5ff5d2060a720f05230005e0,,,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,50.0,2021-01-05,1.0,FINISHED,9.99,5ff5d15aeb7c7d12096d91a2
108,5ff618e30a7214ada10005fa,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,793.1,2021-01-06,16.0,FINISHED,52.12,5ff616a68f142f11dd189163
109,5ff5d2060a720f05230005e1,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,100.0,2021-01-06,1.0,FINISHED,0.99,5ff5d15aeb7c7d12096d91a2
110,5ff5d1df0a720f05230005d8,5.0,All-receipts receipt bonus,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,5.0,2021-01-03,5.0,FINISHED,49.95,5ff5d15aeb7c7d12096d91a2
